N°|Nº Expediente|Número de Decreto|Especialista|Contenido|RUC|Razon Social|Fecha de Creación|Hora de Creación|Fecha del Decreto|Fecha De Aprobacion|Hora De Aprobacion|Estado|Ver Decreto|
661|01314-2020-TCE|533716|Judith Erika Soto Pelayo|Inicio del procedimiento sancionador|Entidad:20153408191POSTOR:15378056966|Entidad:DIRECCIÓN DE CAPITANÍAS Y GUARDACOSTAS DE LA MARINA DE GUERRA DEL PERÚ POSTOR:REYES MELENDEZ FIDEL EDUARDO|09/01/2024|12:26:51|09/01/2024|10/01/2024|10:58:31|APROBADO|533716 Ver...|
662|07004-2023-TCE|533717|Debora Dafne Basurco Chavez|Tómese conocimiento|Entidad:20207553698POSTOR:20352428648,20601748283|Entidad:PROGRAMA NACIONAL DE SANEAMIENTO URBANO - PNSU POSTOR:J.P.C. INGENIEROS S.A.C.,CHINA TIESIJU CIVIL ENGINEERING GROUP CO. LTD. SUCURSAL DEL PERU|09/01/2024|12:28:45|09/01/2024|10/01/2024|09:16:27|APROBADO|533717 Ver...|
663|11908-2023-TCE|533718|Lita Tumi Carpio|Apersonamiento de tercero|Entidad:20148309109Impugnate:10408043056|Entidad:UNIVERSIDAD NACIONAL DEL SANTA Impugnate:JULCA CHACON JOHN FRANCIS|09/01/2024|12:31:17|09/01/2024|09/01/2024|17:51:28|APROBADO|533718 Ver...|
664|07004-2023-TCE|533719|Debora Dafne Basurco Chavez|Remisión a sala - Descargos|Entidad:20207553698POSTOR:20352428648,20601748283|Entidad:PROGRAMA NACIONAL DE SANEAMIENTO URBANO - PNSU POSTOR:J.P.C. INGENIEROS S.A.C.,CHINA TIESIJU CIVIL ENGINEERING GROUP CO. LTD. SUCURSAL DEL PERU|09/01/2024|12:32:18|09/01/2024|10/01/2024|09:16:43|APROBADO|533719 Ver...|
665|11909-2023-TCE|533720|Lita Tumi Carpio|Remisión a sala|Entidad:20601224624Impugnate:20377339461|Entidad:HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR Impugnate:B.BRAUN MEDICAL PERU S.A.|09/01/2024|12:38:24|09/01/2024|09/01/2024|17:51:54|APROBADO|533720 Ver...|
666|07435-2022-TCE|533721|Ania Melgar Salazar|Remisión a sala - Descargos|Entidad:20166164789POSTOR:20600529243|Entidad:MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO POSTOR:INVERSIONES JUPREIN SOCIEDAD ANONIMA CERRADA - INVERSIONES JUPREIN S.A.C.|09/01/2024|12:41:17|09/01/2024|11/01/2024|09:18:14|APROBADO|533721 Ver...|
667|04441-2019-TCE|533722|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20550734223POSTOR:20602885543|Entidad:CORTE SUPERIOR DE JUSTICIA DE LIMA NORTE POSTOR:APOYO POSTAL S.A.C.|09/01/2024|12:41:21|09/01/2024|09/01/2024|14:40:04|APROBADO|533722 Ver...|
668|04472-2019-TCE|533723|Richard Vitalio Sosa Meza|Remisión a sala|Entidad:20481772550POSTOR:20600059603|Entidad:IIII DIRECCION TERRITORIAL DE POLICIA - TRUJILLO POSTOR:CONTRATISTAS Y SERVICIOS FAVEHI S.A.C.|09/01/2024|12:41:27|09/01/2024|||PENDIENTE|533723 Ver...|
669|07496-2022-TCE|533724|Ania Melgar Salazar|Remisión a sala - Descargos|Entidad:20100004675POSTOR:20601022886|Entidad:CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL S.A.- CORPAC POSTOR:SERVICIOS JURIDICOS S.A.C.|09/01/2024|12:42:06|09/01/2024|11/01/2024|09:18:23|APROBADO|533724 Ver...|
670|11922-2023-TCE|533725|Ania Melgar Salazar|Previamente|Entidad:20295613620POSTOR:10724539781|Entidad:REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL POSTOR:HOLGUIN GUERRERO JULIO RUBEN|09/01/2024|12:42:51|09/01/2024|10/01/2024|12:08:06|APROBADO|533725 Ver...|
671|11923-2023-TCE|533726|Ania Melgar Salazar|Previamente|Entidad:20295613620POSTOR:10724539781|Entidad:REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL POSTOR:HOLGUIN GUERRERO JULIO RUBEN|09/01/2024|12:43:28|09/01/2024|10/01/2024|12:08:36|APROBADO|533726 Ver...|
672|11927-2023-TCE|533727|Ania Melgar Salazar|Previamente|Entidad:20295613620POSTOR:10724539781|Entidad:REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL POSTOR:HOLGUIN GUERRERO JULIO RUBEN|09/01/2024|12:44:00|09/01/2024|19/01/2024|09:27:13|APROBADO|533727 Ver...|
673|01914-2020-TCE|533728|Judith Erika Soto Pelayo|Inicio del procedimiento sancionador|Entidad:20131257750POSTOR:20492191991,20603188269|Entidad:SEGURO SOCIAL DE SALUD POSTOR: DCS PERU E.I.R.L,GRUPO J&R PERÚ SOCIEDAD ANÓNIMA CERRADA|09/01/2024|12:44:42|09/01/2024|10/01/2024|10:59:58|APROBADO|533728 Ver...|
674|11909-2023-TCE|533729|Lita Tumi Carpio|Apersonamiento de tercero|Entidad:20601224624Impugnate:20377339461|Entidad:HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR Impugnate:B.BRAUN MEDICAL PERU S.A.|09/01/2024|12:47:11|09/01/2024|09/01/2024|17:51:48|APROBADO|533729 Ver...|
675|00387-2023-TCE|533730|Richard Vitalio Sosa Meza|Remisión a sala - Apercibimiento|Entidad:20115425651POSTOR:10455655795|Entidad:EPS EMUSAP ABANCAY S.A. POSTOR:SALAZAR ORDOÑEZ JOSE MIGUEL|09/01/2024|12:47:47|09/01/2024|||PENDIENTE|533730 Ver...|
676|11912-2023-TCE|533731|Lita Tumi Carpio|Remisión a sala por vencto.de plazo, conocimiento al OCI|Entidad:20131257750Impugnate:20512747176|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CORPORACION NET COM SOCIEDAD ANONIMA CERRADA|09/01/2024|12:50:40|09/01/2024|09/01/2024|17:52:05|APROBADO|533731 Ver...|
677|11913-2023-TCE|533732|Lita Tumi Carpio|Remisión a sala|Entidad:20177217043Impugnate:20611540800|Entidad:MUNICIPALIDAD PROVINCIAL DEL CUSCO Impugnate:MÉTRICA INGENIERÍA, MATERIALES Y CONSTRUCCIÓN SOCIEDAD ANÓNIMA CERRADA|09/01/2024|12:55:31|09/01/2024|09/01/2024|17:52:21|APROBADO|533732 Ver...|
678|11913-2023-TCE|533733|Lita Tumi Carpio|Apersonamiento de tercero|Entidad:20177217043Impugnate:20611540800|Entidad:MUNICIPALIDAD PROVINCIAL DEL CUSCO Impugnate:MÉTRICA INGENIERÍA, MATERIALES Y CONSTRUCCIÓN SOCIEDAD ANÓNIMA CERRADA|09/01/2024|13:01:06|09/01/2024|09/01/2024|17:52:14|APROBADO|533733 Ver...|
679|00045-2023-TCE|533734|Richard Vitalio Sosa Meza|Tómese conocimiento|Entidad:20146657142POSTOR:20393688468,20605440909|Entidad:MUNICIPALIDAD DISTRITAL DE SAN RAMON POSTOR:CANAAN INGENIERIA Y CONSTRUCCION S.A.C.,DTE CONTRATISTAS GENERALES E.I.R.L.|09/01/2024|13:07:19|09/01/2024|||PENDIENTE|533734 Ver...|
680|11914-2023-TCE|533735|Lita Tumi Carpio|Remisión a sala|Entidad:20166028842Impugnate:20606770112|Entidad:MUNICIPALIDAD PROVINCIAL DE VIRU Impugnate:CONSORCIO ROLANDO, conformado por las empresas METALCIV S.A.C. y GRUPO MARREROS S.A.C.|09/01/2024|13:07:23|09/01/2024|09/01/2024|17:52:35|APROBADO|533735 Ver...|
681|05330-2022-TCE|533736|Carla Pinedo Prentice|Reconsideración|Entidad:20479393568POSTOR:20477366172,20600263375|Entidad:UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS POSTOR:LENUS S.A.C.,CONSTRUCTORA RYR PERU CONSULTORES EIRL|09/01/2024|13:07:34|09/01/2024|09/01/2024|20:14:42|APROBADO|533736 Ver...|
682|00806-2020-TCE|533737|Judith Erika Soto Pelayo|Inicio del procedimiento sancionador|Entidad:20537630222POSTOR:20538242340|Entidad:MINISTERIO DE CULTURA POSTOR:ECO YURAC S.A.C.|09/01/2024|13:10:20|09/01/2024|10/01/2024|11:06:07|APROBADO|533737 Ver...|
683|11914-2023-TCE|533738|Lita Tumi Carpio|Apersonamiento de tercero|Entidad:20166028842Impugnate:20606770112|Entidad:MUNICIPALIDAD PROVINCIAL DE VIRU Impugnate:CONSORCIO ROLANDO, conformado por las empresas METALCIV S.A.C. y GRUPO MARREROS S.A.C.|09/01/2024|13:16:28|09/01/2024|09/01/2024|17:52:29|APROBADO|533738 Ver...|
684|11935-2023-TCE|533739|Lita Tumi Carpio|Remisión a sala por vencto.de plazo, conocimiento al OCI|Entidad:20320162352Impugnate:10329618221|Entidad:GOBIERNO REGIONAL DE ANCASH - SUB REGION PACIFICO Impugnate:CONSORCIO PERU: BOTELLO ALVA WALTER ALFREDO Y LUIS OMAR SANCHEZ ARTEAGA|09/01/2024|13:21:33|09/01/2024|09/01/2024|17:52:51|APROBADO|533739 Ver...|
685|11935-2023-TCE|533740|Lita Tumi Carpio|Apersonamiento de tercero|Entidad:20320162352Impugnate:10329618221|Entidad:GOBIERNO REGIONAL DE ANCASH - SUB REGION PACIFICO Impugnate:CONSORCIO PERU: BOTELLO ALVA WALTER ALFREDO Y LUIS OMAR SANCHEZ ARTEAGA|09/01/2024|13:28:37|09/01/2024|09/01/2024|17:52:45|APROBADO|533740 Ver...|
686|00260-2019-TCE|533741|Carla Pinedo Prentice|Reconsideración|Entidad:20105266988POSTOR:20525491677,20529965380,99000019701|Entidad:MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS POSTOR:CONSTRUCTORA SAN SEBASTIAN PIURA SOCIEDAD ANONIMA CERRADA - CONSTRUCTORA SAN SEBASTIAN PIURA S.A.C.,CV&G CONSTRUCTORES Y CONSULTORES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,CONSTRUCCIONES CIVILES Y TOPOGRAFIA SAS CONCITOP SAS|09/01/2024|13:30:00|09/01/2024|09/01/2024|20:14:30|APROBADO|533741 Ver...|
687|03915-2020-TCE|533742|Judith Erika Soto Pelayo|Inicio del procedimiento sancionador|Entidad:20370114952POSTOR:10296350007|Entidad:POLICÍA NACIONAL DEL PERÚ - XI DIRECCIÓN TERRITORIAL AREQUIPA POSTOR:BECERRA ZUÑIGA LUCILA CARMEN|09/01/2024|13:30:03|09/01/2024|10/01/2024|11:10:35|APROBADO|533742 Ver...|
688|03490-2021-TCE|533743|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20552196725POSTOR:20501887286|Entidad:INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA POSTOR:DIAGNOSTICA PERUANA S.A.C.|09/01/2024|13:35:18|09/01/2024|09/01/2024|20:14:20|APROBADO|533743 Ver...|
689|07662-2022-TCE|533744|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20514347221POSTOR:20486419971,20487493059,20608658913|Entidad:PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA - PRONIED POSTOR:BRYNAJOM S.R.L.,ACUÑA VEGA CONSULTORES Y EJECUTORES E.I.R.L.,CONSULTORIA Y SERVICIOS GENERALES MR INFINITY S.A.C|09/01/2024|13:38:26|09/01/2024|09/01/2024|20:14:11|APROBADO|533744 Ver...|
690|00045-2023-TCE|533745|Richard Vitalio Sosa Meza|Tómese conocimiento|Entidad:20146657142POSTOR:20393688468,20605440909|Entidad:MUNICIPALIDAD DISTRITAL DE SAN RAMON POSTOR:CANAAN INGENIERIA Y CONSTRUCCION S.A.C.,DTE CONTRATISTAS GENERALES E.I.R.L.|09/01/2024|13:39:28|09/01/2024|||PENDIENTE|533745 Ver...|
691|00397-2023-TCE|533746|Richard Vitalio Sosa Meza|Tómese conocimiento|Entidad:20115425651POSTOR:20604262918|Entidad:EPS EMUSAP ABANCAY S.A. POSTOR:INVERSIONES MARBELLA CONSULTORIA Y CONSTRUCCION EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA|09/01/2024|13:45:33|09/01/2024|||PENDIENTE|533746 Ver...|
691|00397-2023-TCE|533746|Richard Vitalio Sosa Meza|Tómese conocimiento|Entidad:20115425651POSTOR:20604262918|Entidad:EPS EMUSAP ABANCAY S.A. POSTOR:INVERSIONES MARBELLA CONSULTORIA Y CONSTRUCCION EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA|09/01/2024|13:45:33|09/01/2024|||PENDIENTE|533746 Ver...|
692|00440-2023-TCE|533747|Richard Vitalio Sosa Meza|Tómese conocimiento|Entidad:20131312955POSTOR:20450264262,20600805836|Entidad:SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT POSTOR:INTERNATIONAL CONTINENTAL SERVICE SOCIEDAD ANONIMA CERRADA,PRESTIGE SERVICE SOCIEDAD ANÓNIMA - PRESTIGE SERVICE S.A.|09/01/2024|13:52:36|09/01/2024|||PENDIENTE|533747 Ver...|
693|11577-2023-TCE|533748|Carla Pinedo Prentice|Listo para resolver|Entidad:20170325185Impugnate:20601771480|Entidad:MUNICIPALIDAD PROVINCIAL DE CANAS - YANAOCA Impugnate:EQUIPOS Y SERVICIOS INDUSTRIALES DELTA S.A.C.|09/01/2024|14:01:38|09/01/2024|09/01/2024|20:14:00|APROBADO|533748 Ver...|
694|00461-2023-TCE|533749|Richard Vitalio Sosa Meza|Tómese conocimiento|Entidad:20254165035POSTOR:20556597619|Entidad:OFICINA DE NORMALIZACION PREVISIONAL ONP POSTOR:REALIZACIONES Y PRODUCCIONES PRISMA E.I.R.L.|09/01/2024|14:02:17|09/01/2024|||PENDIENTE|533749 Ver...|
695|09491-2023-TCE|533750|Alessandra Anthuanette Jaramillo Rojas|Incumplimiento de requerimiento de Fiscalización Posterior|Entidad:20213928989Impugnate:20571154596|Entidad:MUNICIPALIDAD DISTRITAL DE YANAMA Impugnate:CONSORCIO BOLOGNESI, integrado por MAQUINARIAS & SERVICIOS RENTAL S.A.C. e INGENIERIA EXACTA S.A.C.|09/01/2024|14:05:22|09/01/2024|10/01/2024|19:01:22|APROBADO|533750 Ver...|
696|10661-2023-TCE|533751|Isabel Alejandra Melgar Romani|Estése a lo dispuesto|Entidad:20131257750Impugnate:20540726788|Entidad:SEGURO SOCIAL DE SALUD Impugnate:STEFANO & MASA S.A.C.|09/01/2024|14:05:40|09/01/2024|10/01/2024|14:22:30|APROBADO|533751 Ver...|
697|11406-2023-TCE|533752|Carla Pinedo Prentice|Tómese conocimiento|Entidad:20131257750Impugnate:20608526511|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CONSORCIO HEALTH MEDICA, conformado por las empresas HEALTH MEDICA LABORAL S.A.C. y NEFROVIDAD LA FLORIDA S.A.C.|09/01/2024|14:06:24|09/01/2024|09/01/2024|20:13:51|APROBADO|533752 Ver...|
698|05093-2019-TCE|533753|Dina Araceli Nohua Chaparro|Tómese conocimiento|Entidad:11111111111,20156046974POSTOR:10164464879|Entidad:OCI DEL PROYECTO ESPECIAL JEQUETEPEQUE ZAÑA,MINAG - PROYECTO ESPECIAL JEQUETEPEQUE - ZAÑA POSTOR:NAVARRO CHAPILLIQUEN ANGEL|09/01/2024|14:06:35|09/01/2024|10/01/2024|15:45:11|APROBADO|533753 Ver...|
699|00648-2016-TCE|533755|Alessandra Anthuanette Jaramillo Rojas|Remisión a sala|Entidad:20131377810POSTOR:20511546819|Entidad:SERVICIO NACIONAL DE CAPACITACION PARA LA INDUSTRIA DE LA CONSTRUCCION - SENCICO POSTOR:I-SEC INFORMATION SECURITY DEL PERU S.A.C.|09/01/2024|14:14:51|09/01/2024|10/01/2024|19:01:38|APROBADO|533755 Ver...|
700|01534-2020-TCE|533756|Judith Erika Soto Pelayo|Inicio del procedimiento sancionador|Entidad:20330611023POSTOR:20601060605|Entidad:DIRECCION REGIONAL DE EDUCACION DE LIMA METROPOLITANA POSTOR:DE LOS CESARES INVERSIONES S.A.C.|09/01/2024|14:16:21|09/01/2024|10/01/2024|11:12:31|APROBADO|533756 Ver...|
701|00872-2017-TCE|533757|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:200270POSTOR:20330521890,20505736215,20510916124,20510916710|Entidad: PROGRAMA REGIONAL DE IRRIGACION Y DESARROLLO RURAL INTEGRADO POSTOR:TRAMEISA S.R.L.,EMPRESA WYM S.A.C.,EMPRESA TOBIAS S.A.C,EMPRESA RABI S.A.C.|09/01/2024|14:17:16|09/01/2024|10/01/2024|15:07:11|APROBADO|533757 Ver...|
702|08726-2023-TCE|533758|Alessandra Anthuanette Jaramillo Rojas|Incumplimiento de requerimiento de Fiscalización Posterior|Entidad:20131257750Impugnate:20611093293|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CONSORCIO CONTRATISTAS PUNO conformado por las empresas J.J. BIOELECTRORED SERVICE S.R.L., EMPRESA DE TACNA NOVRAES S.C.|09/01/2024|14:18:50|09/01/2024|10/01/2024|19:01:50|APROBADO|533758 Ver...|
703|10032-2023-TCE|533759|Alessandra Anthuanette Jaramillo Rojas|Incumplimiento de requerimiento de Fiscalización Posterior|Entidad:11111111111,20103117560Impugnate:10174519329|Entidad:CONTRALORIA GENERAL DE LA REPÚBLICA,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTE S.A. Impugnate:CONSORCIO C.R.V. INGENIEROS, conformado por la empresa COLLANTES CORPORACION S.A.C. y el señor SANCHEZ PALOMINO CARLOS H|09/01/2024|14:22:27|09/01/2024|10/01/2024|19:01:59|APROBADO|533759 Ver...|
704|01921-2015-TCE|533760|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:010431,2111POSTOR:10164283599,10164483687,10267226933|Entidad:GERENCIA SUB REGIONAL CHOTA - GOBIERNO REGIONAL DE CAJAMARCA,GERENCIA SUB REGIONAL CHOTA - GOBIERNO REGIONAL DE CAJAMARCA POSTOR:FERNANDO ARTURO ELIAS ZULOETA,JOSE RICARDO SILVA SANCHEZ,JULIO CESAR QUIROZ AYASTA|09/01/2024|14:23:00|09/01/2024|10/01/2024|10:58:11|APROBADO|533760 Ver...|
705|09030-2023-TCE|533761|Dina Araceli Nohua Chaparro|No ha lugar a lo solicitado|Entidad:20131257750Impugnate:20506813191|Entidad:SEGURO SOCIAL DE SALUD Impugnate:GREY INVERSIONES S.A.C.|09/01/2024|14:23:01|09/01/2024|10/01/2024|11:13:44|APROBADO|533761 Ver...|
706|09923-2023-TCE|533762|Alessandra Anthuanette Jaramillo Rojas|Fiscalización posterior|Entidad:20103795631Impugnate:20208473523|Entidad:EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE Impugnate:CONSORCIO ENERGÍA DEL ORIENTE, conformado por las empresas Q - ENERGY ORIENTE S.A.C. y ENERQUIMICA SOCIEDAD ANONIMA CERR|09/01/2024|14:26:22|09/01/2024|10/01/2024|19:02:10|APROBADO|533762 Ver...|
707|09854-2023-TCE|533763|Isabel Alejandra Melgar Romani|Tómese conocimiento|Entidad:20380795907Impugnate:20477616624|Entidad:PROGRAMA EDUCACION BASICA PARA TODOS UE 026 Impugnate:DVF CORPORATION S.A.C.|09/01/2024|14:27:33|09/01/2024|10/01/2024|11:28:52|APROBADO|533763 Ver...|
708|10751-2022-TCE|533764|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:11111111111,20479569861POSTOR:20602979173|Entidad:OCI DEL GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL,GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL POSTOR:SINOHYDRO CORPORATION LIMITED, SUCURSAL DEL PERU|09/01/2024|14:29:26|09/01/2024|09/01/2024|20:13:43|APROBADO|533764 Ver...|
709|10032-2023-TCE|533765|Dina Araceli Nohua Chaparro|Tómese conocimiento|Entidad:11111111111,20103117560Impugnate:10174519329|Entidad:CONTRALORIA GENERAL DE LA REPÚBLICA,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTE S.A. Impugnate:CONSORCIO C.R.V. INGENIEROS, conformado por la empresa COLLANTES CORPORACION S.A.C. y el señor SANCHEZ PALOMINO CARLOS H|09/01/2024|14:32:16|09/01/2024|10/01/2024|11:17:33|APROBADO|533765 Ver...|
710|08076-2023-TCE|533766|Isabel Alejandra Melgar Romani|Estése a lo dispuesto|Entidad:20182121453Impugnate:20570693256|Entidad:MUNICIPALIDAD DISTRITAL DE RIO SANTIAGO Impugnate:CONSORCIO JAKADIK, conformado por las empresas CONSTRUCCIONES & CONSULTORIA MEGO S.R.L. y CORPORACIÓN INGENIO CONSTRUCTO|09/01/2024|14:32:53|09/01/2024|10/01/2024|11:29:03|APROBADO|533766 Ver...|
711|01086-2023-TCE|533767|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20166763143POSTOR:10736107886|Entidad:MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO POSTOR:SALAZAR VILCHEZ RONY DICKSON|09/01/2024|14:40:03|09/01/2024|09/01/2024|14:40:27|APROBADO|533767 Ver...|
712|01086-2023-TCE|533768|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20166763143POSTOR:10736107886|Entidad:MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO POSTOR:SALAZAR VILCHEZ RONY DICKSON|09/01/2024|14:40:23|09/01/2024|09/01/2024|14:40:33|APROBADO|533768 Ver...|
713|11657-2023-TCE|533769|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20187651361Impugnate:20482247921|Entidad:MUNICIPALIDAD DISTRITAL DE CHILIA Impugnate:CONSORCIO PEGASO, conformado por las empresas INGENIEROS CONTRATISTAS F & G S.A.C. y GRUPO MARREROS S.A.C.|09/01/2024|14:46:41|09/01/2024|09/01/2024|20:13:31|APROBADO|533769 Ver...|
714|01092-2023-TCE|533770|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20166763143POSTOR:10736107886|Entidad:MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO POSTOR:SALAZAR VILCHEZ RONY DICKSON|09/01/2024|14:47:37|09/01/2024|09/01/2024|14:50:22|APROBADO|533770 Ver...|
715|01092-2023-TCE|533771|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20166763143POSTOR:10736107886|Entidad:MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO POSTOR:SALAZAR VILCHEZ RONY DICKSON|09/01/2024|14:49:52|09/01/2024|09/01/2024|14:50:35|APROBADO|533771 Ver...|
716|11621-2023-TCE|533772|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20147170565Impugnate:20481456712|Entidad:MUNICIPALIDAD DISTRITAL DE EL PORVENIR - TRUJILLO Impugnate:GENESIS CONTRATISTAS GENERALES S.A.C.|09/01/2024|14:51:37|09/01/2024|09/01/2024|20:13:20|APROBADO|533772 Ver...|
717|05080-2021-TCE|533773|Judith Erika Soto Pelayo|Remisión a sala - Apercibimiento|Entidad:20600927818POSTOR:10416794338|Entidad:CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS POSTOR:ALVAREZ HUAYTALLA WALTER JHONNY|09/01/2024|14:56:36|09/01/2024|17/01/2024|11:22:55|APROBADO|533773 Ver...|
718|01128-2023-TCE|533774|Judith Erika Soto Pelayo|Remisión a sala - Apercibimiento|Entidad:20146663461POSTOR:10457179729|Entidad:MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO POSTOR:VALDEZ MEZA ABIGAIL GUISELA|09/01/2024|14:57:08|09/01/2024|17/01/2024|11:23:07|APROBADO|533774 Ver...|
719|01163-2023-TCE|533775|Judith Erika Soto Pelayo|Remisión a sala - Descargos|Entidad:20162086716POSTOR:10423099211|Entidad:GOBIERNO REGIONAL DE LIMA - DIRECCIÓN DE SALUD III LIMA NORTE POSTOR:GARCIA LUCERO OSCAR RICARDO|09/01/2024|14:57:36|09/01/2024|17/01/2024|11:23:19|APROBADO|533775 Ver...|
720|01075-2023-TCE|533776|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20206591499POSTOR:10727738601|Entidad:MUNICIPALIDAD DISTRITAL DE CHINGALPO POSTOR:ROMAN TARAZONA LUIS JOSUE|09/01/2024|14:58:23|09/01/2024|09/01/2024|14:58:46|APROBADO|533776 Ver...|
721|01075-2023-TCE|533777|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20206591499POSTOR:10727738601|Entidad:MUNICIPALIDAD DISTRITAL DE CHINGALPO POSTOR:ROMAN TARAZONA LUIS JOSUE|09/01/2024|14:58:42|09/01/2024|09/01/2024|14:58:50|APROBADO|533777 Ver...|
721|01075-2023-TCE|533777|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20206591499POSTOR:10727738601|Entidad:MUNICIPALIDAD DISTRITAL DE CHINGALPO POSTOR:ROMAN TARAZONA LUIS JOSUE|09/01/2024|14:58:42|09/01/2024|09/01/2024|14:58:50|APROBADO|533777 Ver...|
722|08082-2022-TCE|533778|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20604932964POSTOR:10105064310|Entidad:AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO - ATU POSTOR:CARRERA TRUJILLO RICHARD VICTOR|09/01/2024|15:00:28|09/01/2024|09/01/2024|20:13:07|APROBADO|533778 Ver...|
723|11501-2023-TCE|533779|Carla Pinedo Prentice|Listo para resolver|Entidad:20601845335Impugnate:20491366339|Entidad:GOBIERNO REGIONAL DE UCAYALI RED DE SALUD N° 01 CORONEL PORTILLO Impugnate:IMPORTACIONES MEDICAS JOR S.A.C.|09/01/2024|15:19:52|09/01/2024|09/01/2024|20:12:55|APROBADO|533779 Ver...|
724|11719-2023-TCE|533780|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20208070755Impugnate:20486136830|Entidad:MUNICIPALIDAD DISTRITAL DE HUAYLLAHUARA Impugnate:INATEC S.A.C.|09/01/2024|15:21:36|09/01/2024|09/01/2024|20:12:46|APROBADO|533780 Ver...|
725|11155-2023-TCE|533781|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20453743862Impugnate:20609406322|Entidad:GOBIERNO REGIONAL DE CAJAMARCA DIRECCION REGIONAL AGRARIA CAJAMARCA Impugnate:CONSORCIO MJR2, conformado por las empresas MA & JO CONSULTORES Y EJECUTORES S.A.C. y E & R2 CONTRATISTAS GENERALES S.A.|09/01/2024|15:24:49|09/01/2024|09/01/2024|15:25:27|APROBADO|533781 Ver...|
726|11155-2023-TCE|533782|Edgard Enrique Cabezas Davila|Notificación a Oficinas OSCE|Entidad:20453743862Impugnate:20609406322|Entidad:GOBIERNO REGIONAL DE CAJAMARCA DIRECCION REGIONAL AGRARIA CAJAMARCA Impugnate:CONSORCIO MJR2, conformado por las empresas MA & JO CONSULTORES Y EJECUTORES S.A.C. y E & R2 CONTRATISTAS GENERALES S.A.|09/01/2024|15:25:23|09/01/2024|09/01/2024|15:25:31|APROBADO|533782 Ver...|
727|05198-2022-TCE|533783|Judith Erika Soto Pelayo|Remisión a sala - Apercibimiento|Entidad:20100211034POSTOR:20101086322|Entidad:SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA POSTOR:SERVICIOS DE INGENIERIA S.A. S.I.S.A.|09/01/2024|15:26:59|09/01/2024|17/01/2024|11:23:30|APROBADO|533783 Ver...|
